"Institution ID","Institution","Game Date","Opponent ID","Opponent Name","Score For","Score Against","Location"
"301","Illinois","10/22/11","559","Purdue","14","21","Away"
"301","Illinois","10/29/11","539","Penn St.","7","10","Away"
"301","Illinois","11/12/11","418","Michigan","14","31","Home"
"301","Illinois","11/19/11","796","Wisconsin","17","28","Home"
"301","Illinois","11/26/11","428","Minnesota","7","27","Away"
"306","Indiana","09/03/11","47","Ball St.","20","27","Neutral Site"
"306","Indiana","09/10/11","746","Virginia","31","34","Home"
"306","Indiana","09/17/11","647","South Carolina St.","38","21","Home"
"306","Indiana","09/24/11","497","North Texas","21","24","Away"
"306","Indiana","10/01/11","539","Penn St.","10","16","Home"
"306","Indiana","10/08/11","301","Illinois","20","41","Home"
"306","Indiana","10/15/11","796","Wisconsin","7","59","Away"
"306","Indiana","10/22/11","312","Iowa","24","45","Away"
"306","Indiana","10/29/11","509","Northwestern","38","59","Home"
"306","Indiana","11/05/11","518","Ohio St.","20","34","Away"
"306","Indiana","11/19/11","416","Michigan St.","3","55","Away"
"306","Indiana","11/26/11","559","Purdue","25","33","Home"
"311","Iowa St.","09/03/11","504","UNI","20","19","Home"
"311","Iowa St.","09/10/11","312","Iowa","44","41","Home"
"311","Iowa St.","09/16/11","164","Connecticut","24","20","Away"
"311","Iowa St.","10/01/11","703","Texas","14","37","Home"
"311","Iowa St.","10/08/11","51","Baylor","26","49","Away"
"311","Iowa St.","10/15/11","434","Missouri","17","52","Away"
"311","Iowa St.","10/22/11","697","Texas A&M","17","33","Home"
"311","Iowa St.","10/29/11","700","Texas Tech","41","7","Away"
"311","Iowa St.","11/05/11","328","Kansas","13","10","Home"
"311","Iowa St.","11/18/11","521","Oklahoma St.","37","31","Home"
"311","Iowa St.","11/26/11","522","Oklahoma","6","26","Away"
"311","Iowa St.","12/03/11","327","Kansas St.","","","Away"
"312","Iowa","09/03/11","692","Tennessee Tech","34","7","Home"
"312","Iowa","09/10/11","311","Iowa St.","41","44","Away"
"312","Iowa","09/17/11","545","Pittsburgh","31","27","Home"
"312","Iowa","09/24/11","498","La.-Monroe","45","17","Home"
"312","Iowa","10/08/11","539","Penn St.","3","13","Away"
"312","Iowa","10/15/11","509","Northwestern","41","31","Home"
"312","Iowa","10/22/11","306","Indiana","45","24","Home"
"312","Iowa","10/29/11","428","Minnesota","21","22","Away"
"312","Iowa","11/05/11","418","Michigan","24","16","Home"
"312","Iowa","11/12/11","416","Michigan St.","21","37","Home"
"312","Iowa","11/19/11","559","Purdue","31","21","Away"
"312","Iowa","11/25/11","463","Nebraska","7","20","Away"
"327","Kansas St.","09/03/11","202","Eastern Ky.","10","7","Home"
"327","Kansas St.","09/17/11","331","Kent St.","37","0","Home"
"327","Kansas St.","09/24/11","415","Miami (FL)","28","24","Away"
"327","Kansas St.","10/01/11","51","Baylor","36","35","Home"
"327","Kansas St.","10/08/11","434","Missouri","24","17","Home"
"327","Kansas St.","10/15/11","700","Texas Tech","41","34","Away"
"327","Kansas St.","10/22/11","328","Kansas","59","21","Away"
"327","Kansas St.","10/29/11","522","Oklahoma","17","58","Home"
"327","Kansas St.","11/05/11","521","Oklahoma St.","45","52","Away"
"327","Kansas St.","11/12/11","697","Texas A&M","53","50","Home"
"327","Kansas St.","11/19/11","703","Texas","17","13","Away"
"327","Kansas St.","12/03/11","311","Iowa St.","","","Home"
"328","Kansas","09/03/11","402","McNeese St.","42","24","Home"
"328","Kansas","09/10/11","503","Northern Ill.","45","42","Home"
"328","Kansas","09/17/11","255","Georgia Tech","24","66","Away"
"328","Kansas","10/01/11","700","Texas Tech","34","45","Home"
"328","Kansas","10/08/11","521","Oklahoma St.","28","70","Away"
"328","Kansas","10/15/11","522","Oklahoma","17","47","Home"
"328","Kansas","10/22/11","327","Kansas St.","21","59","Home"
"328","Kansas","10/29/11","703","Texas","0","43","Away"
"328","Kansas","11/05/11","311","Iowa St.","10","13","Away"
"328","Kansas","11/12/11","51","Baylor","30","31","Home"
"328","Kansas","11/19/11","697","Texas A&M","7","61","Away"
"328","Kansas","11/26/11","434","Missouri","10","24","Neutral Site"
"331","Kent St.","09/03/11","8","Alabama","7","48","Away"
"331","Kent St.","09/10/11","671","La.-Lafayette","12","20","Home"
"331","Kent St.","09/17/11","327","Kansas St.","0","37","Away"
"331","Kent St.","09/24/11","646","South Ala.","33","25","Home"
"331","Kent St.","10/01/11","519","Ohio","10","17","Away"
"331","Kent St.","10/08/11","503","Northern Ill.","10","40","Away"
"331","Kent St.","10/15/11","414","Miami (OH)","3","9","Home"
"331","Kent St.","10/29/11","71","Bowling Green","27","15","Home"
"331","Kent St.","11/04/11","129","Central Mich.","24","21","Home"
"331","Kent St.","11/12/11","5","Akron","35","3","Away"
"331","Kent St.","11/19/11","204","Eastern Mich.","28","22","Home"
"331","Kent St.","11/25/11","690","Temple","16","34","Away"
"334","Kentucky","09/01/11","772","Western Ky.","14","3","Neutral Site"
"334","Kentucky","09/10/11","129","Central Mich.","27","13","Home"
"334","Kentucky","09/17/11","367","Louisville","17","24","Home"
"334","Kentucky","09/24/11","235","Florida","10","48","Home"
"334","Kentucky","10/01/11","365","LSU","7","35","Away"
"334","Kentucky","10/08/11","648","South Carolina","3","54","Away"
"334","Kentucky","10/22/11","315","Jacksonville St.","38","14","Home"
"334","Kentucky","10/29/11","430","Mississippi St.","16","28","Home"
"334","Kentucky","11/05/11","433","Ole Miss","30","13","Home"
"334","Kentucky","11/12/11","736","Vanderbilt","8","38","Away"
"334","Kentucky","11/19/11","257","Georgia","10","19","Away"
"334","Kentucky","11/26/11","694","Tennessee","10","7","Home"
"365","LSU","09/03/11","529","Oregon","40","27","Neutral Site"
"365","LSU","09/10/11","508","Northwestern St.","49","3","Home"
"365","LSU","09/15/11","430","Mississippi St.","19","6","Away"
"365","LSU","09/24/11","768","West Virginia","47","21","Away"
"365","LSU","10/01/11","334","Kentucky","35","7","Home"
"365","LSU","10/08/11","235","Florida","41","11","Home"
"365","LSU","10/15/11","694","Tennessee","38","7","Away"
"365","LSU","10/22/11","37","Auburn","45","10","Home"
"365","LSU","11/05/11","8","Alabama","9","6","Away"
"365","LSU","11/12/11","772","Western Ky.","42","9","Home"
"365","LSU","11/19/11","433","Ole Miss","52","3","Away"
"365","LSU","11/25/11","31","Arkansas","41","17","Home"
"366","Louisiana Tech","09/03/11","664","Southern Miss.","17","19","Away"
"366","Louisiana Tech","09/10/11","1004","Central Ark.","48","42","Home"
"366","Louisiana Tech","09/17/11","288","Houston","34","35","Home"
"366","Louisiana Tech","09/24/11","430","Mississippi St.","20","26","Away"
"366","Louisiana Tech","10/01/11","277","Hawaii","26","44","Home"
"366","Louisiana Tech","10/08/11","295","Idaho","24","11","Away"
"366","Louisiana Tech","10/22/11","731","Utah St.","24","17","Away"
"366","Louisiana Tech","10/29/11","630","San Jose St.","38","28","Home"
"366","Louisiana Tech","11/05/11","96","Fresno St.","41","21","Away"
"366","Louisiana Tech","11/12/11","433","Ole Miss","27","7","Away"
"366","Louisiana Tech","11/19/11","466","Nevada","24","20","Away"
"366","Louisiana Tech","11/26/11","472","New Mexico St.","44","0","Home"
"367","Louisville","09/01/11","454","Murray St.","21","9","Home"
"367","Louisville","09/09/11","231","FIU","17","24","Home"
"367","Louisville","09/17/11","334","Kentucky","24","17","Away"
"367","Louisville","10/01/11","388","Marshall","13","17","Home"
"367","Louisville","10/08/11","457","North Carolina","7","14","Away"
"367","Louisville","10/15/11","140","Cincinnati","16","25","Away"
"367","Louisville","10/21/11","587","Rutgers","16","14","Home"
"367","Louisville","10/29/11","688","Syracuse","27","10","Home"
"367","Louisville","11/05/11","768","West Virginia","38","35","Away"
"367","Louisville","11/12/11","545","Pittsburgh","14","21","Home"
"367","Louisville","11/19/11","164","Connecticut","34","20","Away"
"367","Louisville","11/25/11","651","South Fla.","34","24","Away"
"388","Marshall","09/04/11","768","West Virginia","13","34","Away"
"388","Marshall","09/10/11","664","Southern Miss.","26","20","Home"
"388","Marshall","09/17/11","519","Ohio","7","44","Away"
"388","Marshall","09/24/11","742","Virginia Tech","10","30","Home"
"388","Marshall","10/01/11","367","Louisville","17","13","Away"
"388","Marshall","10/08/11","128","UCF","6","16","Away"
"388","Marshall","10/15/11","574","Rice","24","20","Home"
"388","Marshall","10/22/11","288","Houston","28","63","Away"
"388","Marshall","10/29/11","9","UAB","59","14","Home"
"388","Marshall","11/12/11","719","Tulsa","17","59","Away"
"388","Marshall","11/17/11","404","Memphis","23","22","Away"
"388","Marshall","11/26/11","196","East Carolina","34","27","Home"
"392","Maryland","09/05/11","415","Miami (FL)","32","24","Home"
"392","Maryland","09/17/11","768","West Virginia","31","37","Home"
"392","Maryland","09/24/11","690","Temple","7","38","Home"
"392","Maryland","10/01/11","711","Towson","28","3","Home"
"392","Maryland","10/08/11","255","Georgia Tech","16","21","Away"
"392","Maryland","10/15/11","147","Clemson","45","56","Home"
"392","Maryland","10/22/11","234","Florida St.","16","41","Away"
"392","Maryland","10/29/11","67","Boston College","17","28","Home"
"392","Maryland","11/05/11","746","Virginia","13","31","Home"
"392","Maryland","11/12/11","513","Notre Dame","21","45","Away"
"392","Maryland","11/19/11","749","Wake Forest","10","31","Away"
"392","Maryland","11/26/11","490","North Carolina St.","41","56","Away"
"404","Memphis","09/01/11","430","Mississippi St.","14","59","Home"
"404","Memphis","09/10/11","30","Arkansas St.","3","47","Away"
"404","Memphis","09/17/11","43","Austin Peay","27","6","Home"
"404","Memphis","09/24/11","663","SMU","0","42","Home"
"404","Memphis","10/01/11","419","Middle Tenn.","31","38","Away"
"404","Memphis","10/08/11","574","Rice","6","28","Away"
"404","Memphis","10/15/11","196","East Carolina","17","35","Home"
"404","Memphis","10/22/11","718","Tulane","33","17","Away"
"404","Memphis","10/29/11","128","UCF","0","41","Away"
"404","Memphis","11/12/11","9","UAB","35","41","Home"
"404","Memphis","11/17/11","388","Marshall","22","23","Home"
"404","Memphis","11/26/11","664","Southern Miss.","7","44","Away"
"414","Miami (OH)","09/03/11","434","Missouri","6","17","Away"
"414","Miami (OH)","09/17/11","428","Minnesota","23","29","Away"
"414","Miami (OH)","09/24/11","71","Bowling Green","23","37","Home"
"414","Miami (OH)","10/01/11","140","Cincinnati","0","27","Home"
"414","Miami (OH)","10/08/11","725","Army","35","28","Home"
"414","Miami (OH)","10/15/11","331","Kent St.","9","3","Away"
"414","Miami (OH)","10/22/11","709","Toledo","28","49","Away"
"414","Miami (OH)","10/29/11","86","Buffalo","41","13","Home"
"414","Miami (OH)","11/03/11","5","Akron","35","3","Home"
"414","Miami (OH)","11/09/11","690","Temple","21","24","Away"
"414","Miami (OH)","11/16/11","774","Western Mich.","21","24","Home"
"414","Miami (OH)","11/22/11","519","Ohio","14","21","Away"
"415","Miami (FL)","09/05/11","392","Maryland","24","32","Away"
"415","Miami (FL)","09/17/11","518","Ohio St.","24","6","Home"
"415","Miami (FL)","09/24/11","327","Kansas St.","24","28","Home"
"415","Miami (FL)","10/01/11","61","Bethune-Cookman","45","14","Home"
"415","Miami (FL)","10/08/11","742","Virginia Tech","35","38","Away"
"415","Miami (FL)","10/15/11","457","North Carolina","30","24","Away"
"415","Miami (FL)","10/22/11","255","Georgia Tech","24","7","Home"
"415","Miami (FL)","10/27/11","746","Virginia","21","28","Home"
"415","Miami (FL)","11/05/11","193","Duke","49","14","Home"
"415","Miami (FL)","11/12/11","234","Florida St.","19","23","Away"
"415","Miami (FL)","11/19/11","651","South Fla.","6","3","Away"
"415","Miami (FL)","11/25/11","67","Boston College","17","24","Home"
"416","Michigan St.","09/02/11","817","Youngstown St.","28","6","Home"
"416","Michigan St.","09/10/11","229","Fla. Atlantic","44","0","Home"
"416","Michigan St.","09/17/11","513","Notre Dame","13","31","Away"
"416","Michigan St.","09/24/11","129","Central Mich.","45","7","Home"
"416","Michigan St.","10/01/11","518","Ohio St.","10","7","Away"
"416","Michigan St.","10/15/11","418","Michigan","28","14","Home"
"416","Michigan St.","10/22/11","796","Wisconsin","37","31","Home"
"416","Michigan St.","10/29/11","463","Nebraska","3","24","Away"
"416","Michigan St.","11/05/11","428","Minnesota","31","24","Home"
"416","Michigan St.","11/12/11","312","Iowa","37","21","Away"
"416","Michigan St.","11/19/11","306","Indiana","55","3","Home"
"416","Michigan St.","11/26/11","509","Northwestern","31","17","Away"
"418","Michigan","09/03/11","774","Western Mich.","34","10","Home"
"418","Michigan","09/10/11","513","Notre Dame","35","31","Home"
"418","Michigan","09/17/11","204","Eastern Mich.","31","3","Home"
"418","Michigan","09/24/11","626","San Diego St.","28","7","Home"
"418","Michigan","10/01/11","428","Minnesota","58","0","Home"
"418","Michigan","10/08/11","509","Northwestern","42","24","Away"
"418","Michigan","10/15/11","416","Michigan St.","14","28","Away"
"418","Michigan","10/29/11","559","Purdue","36","14","Home"
"418","Michigan","11/05/11","312","Iowa","16","24","Away"
"418","Michigan","11/12/11","301","Illinois","31","14","Away"
"418","Michigan","11/19/11","463","Nebraska","45","17","Home"
"418","Michigan","11/26/11","518","Ohio St.","40","34","Home"
"419","Middle Tenn.","09/03/11","559","Purdue","24","27","Away"
"419","Middle Tenn.","09/10/11","255","Georgia Tech","21","49","Home"
"419","Middle Tenn.","09/24/11","716","Troy","35","38","Away"
"419","Middle Tenn.","10/01/11","404","Memphis","38","31","Home"
"419","Middle Tenn.","10/06/11","772","Western Ky.","33","36","Home"
"419","Middle Tenn.","10/22/11","229","Fla. Atlantic","38","14","Away"
"419","Middle Tenn.","10/29/11","671","La.-Lafayette","20","45","Home"
"419","Middle Tenn.","11/05/11","694","Tennessee","0","24","Away"
"419","Middle Tenn.","11/12/11","498","La.-Monroe","14","42","Away"
"419","Middle Tenn.","11/19/11","30","Arkansas St.","19","45","Home"
"419","Middle Tenn.","11/26/11","231","FIU","18","31","Home"
"419","Middle Tenn.","12/03/11","497","North Texas","","","Away"
"428","Minnesota","09/03/11","657","Southern California","17","19","Away"
"428","Minnesota","09/10/11","472","New Mexico St.","21","28","Home"
"428","Minnesota","09/17/11","414","Miami (OH)","29","23","Home"
"428","Minnesota","09/24/11","493","North Dakota St.","24","37","Home"
"428","Minnesota","10/01/11","418","Michigan","0","58","Away"
"428","Minnesota","10/08/11","559","Purdue","17","45","Away"
"428","Minnesota","10/22/11","463","Nebraska","14","41","Home"
"428","Minnesota","10/29/11","312","Iowa","22","21","Home"
"428","Minnesota","11/05/11","416","Michigan St.","24","31","Away"
"428","Minnesota","11/12/11","796","Wisconsin","13","42","Home"
"428","Minnesota","11/19/11","509","Northwestern","13","28","Away"
"428","Minnesota","11/26/11","301","Illinois","27","7","Home"
"430","Mississippi St.","09/01/11","404","Memphis","59","14","Away"
"430","Mississippi St.","09/10/11","37","Auburn","34","41","Away"
"430","Mississippi St.","09/15/11","365","LSU","6","19","Home"
"430","Mississippi St.","09/24/11","366","Louisiana Tech","26","20","Home"
"430","Mississippi St.","10/01/11","257","Georgia","10","24","Away"
"430","Mississippi St.","10/08/11","9","UAB","21","3","Away"
"430","Mississippi St.","10/15/11","648","South Carolina","12","14","Home"
"430","Mississippi St.","10/29/11","334","Kentucky","28","16","Away"
"430","Mississippi St.","11/05/11","695","Tenn.-Martin","55","17","Home"
"430","Mississippi St.","11/12/11","8","Alabama","7","24","Home"
"430","Mississippi St.","11/19/11","31","Arkansas","17","44","Away"
"430","Mississippi St.","11/26/11","433","Ole Miss","31","3","Home"
"433","Ole Miss","09/03/11","77","BYU","13","14","Home"
"433","Ole Miss","09/10/11","659","Southern Ill.","42","24","Home"
"433","Ole Miss","09/17/11","736","Vanderbilt","7","30","Away"
"433","Ole Miss","09/24/11","257","Georgia","13","27","Home"
"433","Ole Miss","10/01/11","96","Fresno St.","38","28","Away"
"433","Ole Miss","10/15/11","8","Alabama","7","52","Home"
"433","Ole Miss","10/22/11","31","Arkansas","24","29","Home"
"433","Ole Miss","10/29/11","37","Auburn","23","41","Away"
"433","Ole Miss","11/05/11","334","Kentucky","13","30","Away"
"433","Ole Miss","11/12/11","366","Louisiana Tech","7","27","Home"
"433","Ole Miss","11/19/11","365","LSU","3","52","Home"
"433","Ole Miss","11/26/11","430","Mississippi St.","3","31","Away"
"434","Missouri","09/03/11","414","Miami (OH)","17","6","Home"
"434","Missouri","09/09/11","28","Arizona St.","30","37","Away"
"434","Missouri","09/17/11","771","Western Ill.","69","0","Home"
"434","Missouri","09/24/11","522","Oklahoma","28","38","Away"
"434","Missouri","10/08/11","327","Kansas St.","17","24","Away"
"434","Missouri","10/15/11","311","Iowa St.","52","17","Home"
"434","Missouri","10/22/11","521","Oklahoma St.","24","45","Home"
"434","Missouri","10/29/11","697","Texas A&M","38","31","Away"
"434","Missouri","11/05/11","51","Baylor","39","42","Away"
"434","Missouri","11/12/11","703","Texas","17","5","Home"
"434","Missouri","11/19/11","700","Texas Tech","31","27","Home"
"434","Missouri","11/26/11","328","Kansas","24","10","Neutral Site"
"457","North Carolina","09/03/11","317","James Madison","42","10","Home"
"457","North Carolina","09/10/11","587","Rutgers","24","22","Home"
"457","North Carolina","09/17/11","746","Virginia","28","17","Home"
"457","North Carolina","09/24/11","255","Georgia Tech","28","35","Away"
"457","North Carolina","10/01/11","196","East Carolina","35","20","Away"
"457","North Carolina","10/08/11","367","Louisville","14","7","Home"
"457","North Carolina","10/15/11","415","Miami (FL)","24","30","Home"
"457","North Carolina","10/22/11","147","Clemson","38","59","Away"
"457","North Carolina","10/29/11","749","Wake Forest","49","24","Home"
"457","North Carolina","11/05/11","490","North Carolina St.","0","13","Away"
"457","North Carolina","11/17/11","742","Virginia Tech","21","24","Away"
"457","North Carolina","11/26/11","193","Duke","37","21","Home"
"463","Nebraska","09/03/11","693","Chattanooga","40","7","Home"
"463","Nebraska","09/10/11","96","Fresno St.","42","29","Home"
"463","Nebraska","09/17/11","756","Washington","51","38","Home"
"463","Nebraska","09/24/11","811","Wyoming","38","14","Away"
"463","Nebraska","10/01/11","796","Wisconsin","17","48","Away"
"463","Nebraska","10/08/11","518","Ohio St.","34","27","Home"
"463","Nebraska","10/22/11","428","Minnesota","41","14","Away"
"463","Nebraska","10/29/11","416","Michigan St.","24","3","Home"
"463","Nebraska","11/05/11","509","Northwestern","25","28","Home"
"463","Nebraska","11/12/11","539","Penn St.","17","14","Away"
"463","Nebraska","11/19/11","418","Michigan","17","45","Away"
"463","Nebraska","11/25/11","312","Iowa","20","7","Home"
"465","UNLV","09/01/11","796","Wisconsin","17","51","Away"
"465","UNLV","09/10/11","754","Washington St.","7","59","Away"
"465","UNLV","09/17/11","277","Hawaii","40","20","Home"
"465","UNLV","09/24/11","667","Southern Utah","16","41","Home"
"465","UNLV","10/08/11","466","Nevada","0","37","Away"
"465","UNLV","10/15/11","811","Wyoming","14","41","Away"
"465","UNLV","10/29/11","156","Colorado St.","38","35","Home"
"465","UNLV","11/05/11","66","Boise St.","21","48","Home"
"465","UNLV","11/12/11","473","New Mexico","14","21","Away"
"465","UNLV","11/19/11","721","Air Force","17","45","Away"
"465","UNLV","11/26/11","626","San Diego St.","14","31","Home"
"465","UNLV","12/03/11","698","TCU","","","Away"
"466","Nevada","09/10/11","529","Oregon","20","69","Away"
"466","Nevada","09/17/11","630","San Jose St.","17","14","Away"
"466","Nevada","09/24/11","700","Texas Tech","34","35","Away"
"466","Nevada","10/01/11","66","Boise St.","10","30","Away"
"466","Nevada","10/08/11","465","UNLV","37","0","Home"
"466","Nevada","10/15/11","473","New Mexico","49","7","Home"
"466","Nevada","10/22/11","96","Fresno St.","45","38","Home"
"466","Nevada","10/29/11","472","New Mexico St.","48","34","Away"
"466","Nevada","11/12/11","277","Hawaii","42","28","Home"
"466","Nevada","11/19/11","366","Louisiana Tech","20","24","Home"
"466","Nevada","11/26/11","731","Utah St.","17","21","Away"
"466","Nevada","12/03/11","295","Idaho","","","Home"
"472","New Mexico St.","09/03/11","519","Ohio","24","44","Home"
"472","New Mexico St.","09/10/11","428","Minnesota","28","21","Away"
"472","New Mexico St.","09/17/11","704","UTEP","10","16","Home"
"472","New Mexico St.","09/24/11","630","San Jose St.","24","34","Away"
"472","New Mexico St.","10/01/11","473","New Mexico","42","28","Away"
"472","New Mexico St.","10/15/11","295","Idaho","31","24","Home"
"472","New Mexico St.","10/22/11","277","Hawaii","34","45","Away"
"472","New Mexico St.","10/29/11","466","Nevada","34","48","Home"
"472","New Mexico St.","11/05/11","257","Georgia","16","63","Away"
"472","New Mexico St.","11/12/11","96","Fresno St.","48","45","Home"
"472","New Mexico St.","11/19/11","77","BYU","7","42","Away"
"472","New Mexico St.","11/26/11","366","Louisiana Tech","0","44","Away"
"472","New Mexico St.","12/03/11","731","Utah St.","","","Home"
"473","New Mexico","09/03/11","156","Colorado St.","10","14","Home"
"473","New Mexico","09/10/11","31","Arkansas","3","52","Away"
"473","New Mexico","09/17/11","700","Texas Tech","13","59","Home"
"473","New Mexico","09/24/11","624","Sam Houston St.","45","48","Home"
"473","New Mexico","10/01/11","472","New Mexico St.","28","42","Home"
"473","New Mexico","10/15/11","466","Nevada","7","49","Away"
"473","New Mexico","10/22/11","698","TCU","0","69","Away"
"473","New Mexico","10/29/11","721","Air Force","0","42","Home"
"473","New Mexico","11/05/11","626","San Diego St.","7","35","Away"
"473","New Mexico","11/12/11","465","UNLV","21","14","Home"
"473","New Mexico","11/19/11","811","Wyoming","10","31","Away"
"473","New Mexico","12/03/11","66","Boise St.","","","Away"
"490","North Carolina St.","09/03/11","355","Liberty","43","21","Home"
"490","North Carolina St.","09/10/11","749","Wake Forest","27","34","Away"
"490","North Carolina St.","09/17/11","646","South Ala.","35","13","Home"
"490","North Carolina St.","09/22/11","140","Cincinnati","14","44","Away"
"490","North Carolina St.","10/01/11","255","Georgia Tech","35","45","Home"
"490","North Carolina St.","10/08/11","129","Central Mich.","38","24","Home"
"490","North Carolina St.","10/22/11","746","Virginia","28","14","Away"
"490","North Carolina St.","10/29/11","234","Florida St.","0","34","Away"
"490","North Carolina St.","11/05/11","457","North Carolina","13","0","Home"
"490","North Carolina St.","11/12/11","67","Boston College","10","14","Away"
"490","North Carolina St.","11/19/11","147","Clemson","37","13","Home"
"490","North Carolina St.","11/26/11","392","Maryland","56","41","Home"
"497","North Texas","09/01/11","231","FIU","16","41","Away"
"497","North Texas","09/10/11","288","Houston","23","48","Home"
"497","North Texas","09/17/11","8","Alabama","0","41","Away"
"497","North Texas","09/24/11","306","Indiana","24","21","Home"
"497","North Texas","10/01/11","719","Tulsa","24","41","Away"
"497","North Texas","10/08/11","229","Fla. Atlantic","31","17","Home"
"497","North Texas","10/15/11","671","La.-Lafayette","10","30","Away"
"497","North Texas","10/22/11","498","La.-Monroe","38","21","Home"
"497","North Texas","10/29/11","30","Arkansas St.","14","37","Away"
"497","North Texas","11/12/11","716","Troy","38","33","Away"
"497","North Texas","11/19/11","772","Western Ky.","21","31","Home"
"497","North Texas","12/03/11","419","Middle Tenn.","","","Home"
"498","La.-Monroe","09/03/11","234","Florida St.","0","34","Away"
"498","La.-Monroe","09/10/11","261","Grambling","35","7","Home"
"498","La.-Monroe","09/17/11","698","TCU","17","38","Away"
"498","La.-Monroe","09/24/11","312","Iowa","17","45","Away"
"498","La.-Monroe","10/08/11","30","Arkansas St.","19","24","Home"
"498","La.-Monroe","10/15/11","716","Troy","38","10","Away"
"498","La.-Monroe","10/22/11","497","North Texas","21","38","Away"
"498","La.-Monroe","10/29/11","772","Western Ky.","28","31","Home"
"498","La.-Monroe","11/05/11","671","La.-Lafayette","35","36","Away"
"498","La.-Monroe","11/12/11","419","Middle Tenn.","42","14","Home"
"498","La.-Monroe","11/19/11","231","FIU","17","28","Home"
"498","La.-Monroe","12/03/11","229","Fla. Atlantic","","","Away"
"503","Northern Ill.","09/03/11","725","Army","49","26","Home"
"503","Northern Ill.","09/10/11","328","Kansas","42","45","Away"
"503","Northern Ill.","09/17/11","796","Wisconsin","7","49","Neutral Site"
"503","Northern Ill.","09/24/11","90","Cal Poly","47","30","Home"
"503","Northern Ill.","10/01/11","129","Central Mich.","41","48","Away"
"503","Northern Ill.","10/08/11","331","Kent St.","40","10","Home"
"503","Northern Ill.","10/15/11","774","Western Mich.","51","22","Home"
"503","Northern Ill.","10/22/11","86","Buffalo","31","30","Away"
"503","Northern Ill.","11/01/11","709","Toledo","63","60","Away"
"503","Northern Ill.","11/08/11","71","Bowling Green","45","14","Away"
"503","Northern Ill.","11/15/11","47","Ball St.","41","38","Home"
"503","Northern Ill.","11/25/11","204","Eastern Mich.","18","12","Home"
"509","Northwestern","09/03/11","67","Boston College","24","17","Away"
"509","Northwestern","09/10/11","201","Eastern Ill.","42","21","Home"
"509","Northwestern","09/17/11","725","Army","14","21","Away"
"509","Northwestern","10/01/11","301","Illinois","35","38","Away"
"509","Northwestern","10/08/11","418","Michigan","24","42","Home"
"509","Northwestern","10/15/11","312","Iowa","31","41","Away"
"509","Northwestern","10/22/11","539","Penn St.","24","34","Home"
"509","Northwestern","10/29/11","306","Indiana","59","38","Away"
"509","Northwestern","11/05/11","463","Nebraska","28","25","Away"
"509","Northwestern","11/12/11","574","Rice","28","6","Home"
"509","Northwestern","11/19/11","428","Minnesota","28","13","Home"
"509","Northwestern","11/26/11","416","Michigan St.","17","31","Home"
"513","Notre Dame","09/03/11","651","South Fla.","20","23","Home"
"513","Notre Dame","09/10/11","418","Michigan","31","35","Away"
"513","Notre Dame","09/17/11","416","Michigan St.","31","13","Home"
"513","Notre Dame","09/24/11","545","Pittsburgh","15","12","Away"
"513","Notre Dame","10/01/11","559","Purdue","38","10","Away"
"513","Notre Dame","10/08/11","721","Air Force","59","33","Home"
"513","Notre Dame","10/22/11","657","Southern California","17","31","Home"
